,model,dataset,n_classes_per_task,domain_inc,pretrained,task_idx,perf_metric,sim_metric,corr_value
61886,deit_base_distilled_patch16_224,cifar-100,20,True,True,3.0,all_transfers,max_logit_ratio,-0.7538892802050805
61888,deit_base_distilled_patch16_224,cifar-100,20,True,True,3.0,all_transfers,max_prob_ratio,-0.6709219222358218
61889,deit_base_distilled_patch16_224,cifar-100,20,True,True,3.0,all_transfers,kl_div,-0.11840889359604533
61890,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,prototypes_sim,-0.076679171378951
61891,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,entropy_ratio,0.9762169965945473
61892,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,wass_dist,0.5228662450329932
61893,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,subspace_overlap,0.19727113646452185
61895,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,trace_overlap,-0.5103779345927657
61896,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,max_logit_ratio,-0.5698209888641108
61898,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,max_prob_ratio,-0.25599052901128816
61899,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_cl_accs,kl_div,0.6956390965772228
61900,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,prototypes_sim,0.14100473257852994
61901,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,entropy_ratio,-0.9881946657814852
61902,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,wass_dist,-0.5769027338835694
61903,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,subspace_overlap,-0.2602636710296873
61905,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,trace_overlap,0.45369075551797633
61906,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,max_logit_ratio,0.5154787905663287
61908,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,max_prob_ratio,0.19293309949360862
61909,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_fgts,kl_div,-0.7406456857547155
61910,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,prototypes_sim,0.3642064565588873
61911,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,entropy_ratio,0.7850211788579954
61912,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,wass_dist,0.10050491047233459
61913,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,subspace_overlap,-0.24833548799255192
61915,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,trace_overlap,-0.8333601653519709
61916,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,max_logit_ratio,-0.8703059142368121
61918,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,max_prob_ratio,-0.6506251359994999
61919,deit_base_distilled_patch16_224,cifar-100,20,True,True,4.0,all_transfers,kl_div,0.31435205473890576
62040,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,prototypes_sim,0.8223057487436494
62041,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,entropy_ratio,-0.7674827595931523
62042,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,wass_dist,0.9972915969250337
62043,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,subspace_overlap,-3.801457767268229e-15
62045,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,trace_overlap,0.47132396547529914
62046,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,max_logit_ratio,0.7358348289920489
62048,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,max_prob_ratio,0.921685538755577
62049,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_cl_accs,kl_div,-0.3351639552376431
62050,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,prototypes_sim,-0.8949941933090537
62051,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,entropy_ratio,0.8509924949433307
62052,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,wass_dist,-0.9766375336319313
62053,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,subspace_overlap,0.0
62055,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,trace_overlap,-0.3408532469743551
62056,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,max_logit_ratio,-0.6318453382623804
62058,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,max_prob_ratio,-0.9675557101161464
62059,deit_base_distilled_patch16_224,cifar-100,10,False,True,1.0,all_fgts,kl_div,0.4659838487017692
62070,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,prototypes_sim,-0.2748701604201248
62071,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,entropy_ratio,-0.6621258694855967
62072,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,wass_dist,0.5910475906120743
62073,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,subspace_overlap,0.9473101847621905
62075,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,trace_overlap,0.48898883524774844
62076,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,max_logit_ratio,-0.3791263200843289
62078,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,max_prob_ratio,-0.6449242569723489
62079,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_cl_accs,kl_div,0.6396875845944682
62080,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,prototypes_sim,0.1428150065020195
62081,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,entropy_ratio,0.7570601841449467
62082,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,wass_dist,-0.4769728259037916
62083,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,subspace_overlap,-0.9818309894311694
62085,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,trace_overlap,-0.6020609808021775
62086,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,max_logit_ratio,0.5003488237859997
62088,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,max_prob_ratio,0.7420168172996626
62089,deit_base_distilled_patch16_224,cifar-100,10,False,True,2.0,all_fgts,kl_div,-0.5302895722470643
62100,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,prototypes_sim,-0.39507658464753037
62101,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,entropy_ratio,-0.9827537278614893
62102,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,wass_dist,0.9441720370629468
62103,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,subspace_overlap,0.7380849517788817
62105,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,trace_overlap,-0.4068007206527315
62106,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,max_logit_ratio,0.5060813737859801
62108,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,max_prob_ratio,0.6067887362929936
62109,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_cl_accs,kl_div,0.9591004625166921
62110,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,prototypes_sim,-0.14908003804151404
62111,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,entropy_ratio,0.7372680296388231
62112,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,wass_dist,-0.6282355554466228
62113,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,subspace_overlap,-0.27100652332023306
62115,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,trace_overlap,-0.13641324333007585
62116,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,max_logit_ratio,0.02515112036339702
62118,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,max_prob_ratio,-0.9348382936268061
62119,deit_base_distilled_patch16_224,cifar-100,10,False,True,3.0,all_fgts,kl_div,-0.6653914010808275
62130,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,prototypes_sim,-0.8744521239095525
62131,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,entropy_ratio,-0.9971770459785263
62132,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,wass_dist,0.9310125222571431
62133,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,subspace_overlap,-0.6531649836469269
62135,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,trace_overlap,0.9725455653019649
62136,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,max_logit_ratio,0.7667886319789107
62138,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,max_prob_ratio,0.7944558198088748
62139,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_cl_accs,kl_div,0.9172430252247494
62140,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,prototypes_sim,0.8420617173755289
62141,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,entropy_ratio,0.9999286482075728
62142,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,wass_dist,-0.9060972974258872
62143,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,subspace_overlap,0.6040280157495156
62145,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,trace_overlap,-0.9853034460870307
62146,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,max_logit_ratio,-0.8058053532412343
62148,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,max_prob_ratio,-0.8312330476394227
62149,deit_base_distilled_patch16_224,cifar-100,10,False,True,4.0,all_fgts,kl_div,-0.8902491970035729
62520,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,prototypes_sim,0.18119033898678874
62521,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,entropy_ratio,0.4061069075436017
62522,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,wass_dist,0.7496698577026769
62523,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,subspace_overlap,0.8660253950468192
62525,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,trace_overlap,-0.7416251162159729
62526,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,max_logit_ratio,0.5857169820625975
62528,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,max_prob_ratio,0.97871932870607
62529,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_cl_accs,kl_div,0.088986698441114
62530,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,prototypes_sim,-0.7911796919350276
62531,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,entropy_ratio,-0.9122438583876878
62532,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,wass_dist,-0.11675735166647086
62533,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,subspace_overlap,-0.3113931419704215
62535,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,trace_overlap,0.9999886341630057
62536,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,max_logit_ratio,0.10458285457190632
62538,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,max_prob_ratio,-0.5920384535402671
62539,deit_base_distilled_patch16_224,cifar-100,4,False,True,1.0,all_fgts,kl_div,0.5983452408430247
62550,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,prototypes_sim,0.9441858790807938
62551,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,entropy_ratio,0.7061505884869287
62552,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,wass_dist,0.937956361577825
62553,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,subspace_overlap,0.5960395606792636
62555,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,trace_overlap,-0.558067909750847
62556,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,max_logit_ratio,0.8969068958843075
62558,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,max_prob_ratio,0.9992968943103003
62559,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_cl_accs,kl_div,0.890107194878997
62560,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,prototypes_sim,-0.9418139699807737
62561,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,entropy_ratio,-0.7111794315669159
62562,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,wass_dist,-0.9404040548925329
62563,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,subspace_overlap,-0.59030127770114
62565,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,trace_overlap,0.5521392850175162
62566,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,max_logit_ratio,-0.9000360761519356
62568,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,max_prob_ratio,-0.9995387448519693
62569,deit_base_distilled_patch16_224,cifar-100,4,False,True,2.0,all_fgts,kl_div,-0.8933329971462833
62580,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,prototypes_sim,0.9958591334555548
62581,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,entropy_ratio,-0.935451012648451
62582,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,wass_dist,0.9392197645416843
62583,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,subspace_overlap,-0.9982357874848998
62585,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,trace_overlap,0.8527855443454483
62586,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,max_logit_ratio,0.9039071649855297
62588,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,max_prob_ratio,0.9203288585707025
62589,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_cl_accs,kl_div,0.8098830081029441
62590,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,prototypes_sim,-0.9842077217104321
62591,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,entropy_ratio,0.9957458868618235
62592,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,wass_dist,-0.814205799669099
62593,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,subspace_overlap,0.9781181027127829
62595,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,trace_overlap,-0.9609144309631478
62596,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,max_logit_ratio,-0.75772980168748
62598,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,max_prob_ratio,-0.7832832636340611
62599,deit_base_distilled_patch16_224,cifar-100,4,False,True,3.0,all_fgts,kl_div,-0.6248676648298649
62610,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,prototypes_sim,-0.5343269179373905
62611,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,entropy_ratio,-0.8925139668891937
62612,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,wass_dist,-0.30976305171080554
62613,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,subspace_overlap,-0.37347848462994276
62615,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,trace_overlap,0.6159213245063246
62616,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,max_logit_ratio,0.7435369445924843
62618,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,max_prob_ratio,0.5833065017000548
62619,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_cl_accs,kl_div,-0.5354682167880123
62620,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,prototypes_sim,0.9516959529972834
62621,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,entropy_ratio,0.3966706180639317
62622,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,wass_dist,-0.37097421692027066
62623,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,subspace_overlap,-0.3071964864693149
62625,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,trace_overlap,0.03144159903955913
62626,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,max_logit_ratio,-0.9992988161468427
62628,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,max_prob_ratio,-0.9681655799910664
62629,deit_base_distilled_patch16_224,cifar-100,4,False,True,4.0,all_fgts,kl_div,-0.12957430078332838
63000,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,prototypes_sim,-0.20078390523883252
63001,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,entropy_ratio,0.8633223928323656
63002,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,wass_dist,0.7129035455445587
63003,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,subspace_overlap,0.9868420939657124
63005,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,trace_overlap,0.9993817113947987
63006,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,max_logit_ratio,-0.85131421378947
63008,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,max_prob_ratio,-0.9558937205979875
63009,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_cl_accs,kl_div,0.8200893514557955
63010,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,prototypes_sim,0.6869651853538945
63011,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,entropy_ratio,-0.4676851912970184
63012,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,wass_dist,-0.975454671594391
63013,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,subspace_overlap,-0.753421338933899
63015,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,trace_overlap,-0.8307663274015175
63016,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,max_logit_ratio,0.44693722181795137
63018,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,max_prob_ratio,0.9671472428611844
63019,deit_base_distilled_patch16_224,cifar-100,2,False,True,1.0,all_fgts,kl_div,-0.9985378878950482
63030,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,prototypes_sim,-0.23741703424896657
63031,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,entropy_ratio,0.9716171458830901
63032,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,wass_dist,0.9966767145448238
63033,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,subspace_overlap,-0.9964251622616666
63035,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,trace_overlap,0.31046182344270357
63036,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,max_logit_ratio,0.22143654675691576
63038,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,max_prob_ratio,0.033773394946682016
63039,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_cl_accs,kl_div,0.8743157833807744
63040,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,prototypes_sim,-0.8394192108382327
63041,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,entropy_ratio,-0.09590628720774513
63042,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,wass_dist,-0.4044942342885103
63043,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,subspace_overlap,0.4072651336353822
63045,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,trace_overlap,0.7957475183917224
63046,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,max_logit_ratio,-0.9937803726667762
63048,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,max_prob_ratio,-0.9550117827279204
63049,deit_base_distilled_patch16_224,cifar-100,2,False,True,2.0,all_fgts,kl_div,0.17105010705893586
63060,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,prototypes_sim,-0.7366567835799966
63061,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,entropy_ratio,-0.9004565013025898
63062,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,wass_dist,0.966546628152241
63063,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,subspace_overlap,-0.0374650258426414
63065,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,trace_overlap,-0.9656267462608371
63066,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,max_logit_ratio,0.45850788651175417
63068,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,max_prob_ratio,-0.05725680308203903
63069,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_cl_accs,kl_div,0.9167775463976903
63070,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,prototypes_sim,0.20962817514594337
63071,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,entropy_ratio,0.9860978068555447
63072,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,wass_dist,-0.9367645433324
63073,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,subspace_overlap,0.6086773108877255
63075,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,trace_overlap,0.9380053315282613
63076,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,max_logit_ratio,0.1401403698873599
63078,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,max_prob_ratio,0.62427785036854
63079,deit_base_distilled_patch16_224,cifar-100,2,False,True,3.0,all_fgts,kl_div,-0.5167216491831363
63090,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,prototypes_sim,-0.36648050660283954
63091,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,entropy_ratio,-0.9358375699917638
63092,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,wass_dist,-0.9859305735085317
63093,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,subspace_overlap,-0.6657743768023718
63095,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,trace_overlap,0.8727166965277598
63096,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,max_logit_ratio,0.4536686435481617
63098,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,max_prob_ratio,0.04061156293497658
63099,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_cl_accs,kl_div,-0.9589680156506939
63100,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,prototypes_sim,0.3412247814218066
63101,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,entropy_ratio,0.9450122656808906
63102,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,wass_dist,0.9810578138025623
63103,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,subspace_overlap,0.6856782752527164
63105,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,trace_overlap,-0.8855809696395833
63106,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,max_logit_ratio,-0.4775654364257909
63108,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,max_prob_ratio,-0.06757514490377022
63109,deit_base_distilled_patch16_224,cifar-100,2,False,True,4.0,all_fgts,kl_div,0.9662734644931077
63480,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,prototypes_sim,-0.7633584169017549
63481,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,entropy_ratio,-0.25139972136990857
63482,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,wass_dist,0.9717136583175718
63483,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,subspace_overlap,0.9996441493087169
63485,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,trace_overlap,-0.2748775611418759
63486,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,max_logit_ratio,-0.8636046275125138
63488,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,max_prob_ratio,-0.997941941500055
63489,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_cl_accs,kl_div,0.9640388252070716
63490,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,prototypes_sim,-0.8940667206294881
63491,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,entropy_ratio,-0.9887834623267293
63492,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,wass_dist,0.1648726274560177
63493,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,subspace_overlap,0.4175267661079141
63495,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,trace_overlap,-0.9921250762775817
63496,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,max_logit_ratio,0.1240565295976481
63498,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,max_prob_ratio,-0.4512907561489839
63499,deit_base_distilled_patch16_224,tiny,20,False,True,1.0,all_fgts,kl_div,0.1346394344552682
63510,deit_base_distilled_patch16_224,tiny,20,False,True,2.0,all_cl_accs,prototypes_sim,-0.3613952321172006
63511,deit_base_distilled_patch16_224,tiny,20,False,True,2.0,all_cl_accs,entropy_ratio,0.6078134058950352
63512,deit_base_distilled_patch16_224,tiny,20,False,True,2.0,all_cl_accs,wass_dist,0.42292668697818064
63513,deit_base_distilled_patch16_224,tiny,20,False,True,2.0,all_cl_accs,subspace_overlap,-0.7526420801462274
63515,deit_base_distilled_patch16_224,tiny,20,False,True,2.0,all_cl_accs,trace_overlap,-0.9252972209622415
63516,deit_base_distilled_patch16_224,tiny,20,False,True,2.0,all_cl_accs,max_logit_ratio,-0.9917759299382656
